policy,automatic_coverage,automatic_error_rate,automatic_false_negative_fraction,automatic_false_positive_fraction,expected_n_automatic,setting,model,seed,calibration,matched_method
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,mondrian_cp
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,empirical_mondrian
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,empirical_mondrian
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,empirical_mondrian
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,weighted_cap5
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,weighted_cap5
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,weighted_cap5
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,weighted_cap10
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,weighted_cap10
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,weighted_cap10
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,weighted_cap20
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,weighted_cap20
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,weighted_cap20
confidence,0.5218012866333095,0.3432556744325567,0.38866034903574,0.0039370078740157,730.0,temporal_2,catboost,42,isotonic,weighted_p99
random,0.5218012866333095,0.3702644746247318,0.2973530094943347,0.1061406816642558,729.9999999999999,temporal_2,catboost,42,isotonic,weighted_p99
singleton,0.5218012866333095,0.3328767123287671,0.3673469387755102,0.0118110236220472,730.0,temporal_2,catboost,42,isotonic,weighted_p99
