setting,model,calibration,method,course,seed,nominal_coverage,observed_coverage,coverage_gap,average_set_size,singleton_rate,ambiguity_rate,empty_set_rate,pass_coverage,fail_coverage,automatic_coverage,automatic_error_rate,deferral_rate,n_automatic,undercoverage,overcoverage,n_test,n_pass,n_fail,coverage_ci_lower,coverage_ci_upper,pass_ci_lower,pass_ci_upper,fail_ci_lower,fail_ci_upper,automatic_error_ci_lower,automatic_error_ci_upper,automatic_false_negative_fraction,automatic_false_positive_fraction,review_fraction
temporal_1,catboost,isotonic,MCP,Accountancy,19,0.9,0.9843971631205674,0.08439716312056733,1.9602836879432624,0.03971631205673759,0.9602836879432625,0.0,0.9718670076726342,1.0,0.03971631205673759,0.39285714285714285,0.9602836879432625,28,0.0,0.08439716312056733,705,391,314,0.9722784105898788,0.991265681676272,0.950332580743966,0.9842197357785265,0.9879139152112274,1.0000000000000002,0.2356568654157959,0.5759095570340281,0.0,0.028132992327365727,0.9602836879432624
temporal_1,catboost,isotonic,MCP,Accountancy,42,0.9,0.9929078014184397,0.09290780141843968,1.9787234042553192,0.02127659574468085,0.9787234042553191,0.0,0.9872122762148338,1.0,0.02127659574468085,0.3333333333333333,0.9787234042553191,15,0.0,0.09290780141843968,705,391,314,0.9835061816444963,0.9969669429894348,0.970418447697022,0.9945258140782346,0.9879139152112274,1.0000000000000002,0.1517632443971473,0.5828645226148023,0.0,0.01278772378516624,0.9787234042553191
temporal_1,catboost,isotonic,MCP,Accountancy,73,0.9,0.950354609929078,0.05035460992907803,1.8113475177304965,0.18865248226950354,0.8113475177304964,0.0,0.969309462915601,0.9267515923566879,0.18865248226950354,0.2631578947368421,0.8113475177304964,133,0.0,0.05035460992907803,705,391,314,0.9317385229636698,0.964089439831361,0.9471288448575721,0.9823581474561265,0.8924898317592519,0.9506978410961905,0.19572831006015984,0.3438848996868214,0.0732484076433121,0.030690537084398978,0.8113475177304965
temporal_1,catboost,isotonic,MCP,Accountancy,101,0.9,0.9602836879432625,0.06028368794326244,1.8709219858156028,0.12907801418439716,0.8709219858156029,0.0,0.9335038363171355,0.9936305732484076,0.12907801418439716,0.3076923076923077,0.8709219858156029,91,0.0,0.06028368794326244,705,391,314,0.9431978024440473,0.9723806981133936,0.9043519616177298,0.9542204917728527,0.9770774925165568,0.9982515320550371,0.22226810686646445,0.4086949715677203,0.006369426751592357,0.06649616368286446,0.8709219858156029
temporal_1,catboost,isotonic,MCP,Global economics,7,0.9,0.9001468428781204,0.0001468428781203901,1.7342143906020557,0.2657856093979442,0.7342143906020558,0.0,0.9285714285714286,0.8544061302681992,0.2657856093979442,0.3756906077348066,0.7342143906020558,181,0.0,0.0001468428781203901,681,420,261,0.8753365658433419,0.9204680586875635,0.8998630370759932,0.9495111628941371,0.8064781480688554,0.8920529687124137,0.3084089078155917,0.448139215710893,0.14559386973180077,0.07142857142857142,0.7342143906020557
temporal_1,catboost,isotonic,MCP,Global economics,19,0.9,0.9765051395007343,0.07650513950073423,1.9309838472834067,0.06901615271659324,0.9309838472834068,0.0,0.969047619047619,0.9885057471264368,0.06901615271659324,0.3404255319148936,0.9309838472834068,47,0.0,0.07650513950073423,681,420,261,0.9621773949967491,0.9854871945822559,0.9477692774870852,0.9818235969246685,0.9667568271677155,0.996083360828088,0.2216744384377161,0.48329075438058056,0.011494252873563218,0.030952380952380953,0.9309838472834068
temporal_1,catboost,isotonic,MCP,Global economics,42,0.9,0.986784140969163,0.08678414096916298,1.9647577092511013,0.03524229074889868,0.9647577092511013,0.0,0.9833333333333333,0.9923371647509579,0.03524229074889868,0.375,0.9647577092511013,24,0.0,0.08678414096916298,681,420,261,0.9750754861695937,0.99303179101204,0.9660016206431093,0.991903727100982,0.9724958230538083,0.9978960526909819,0.21159367559548778,0.5729003755732572,0.007662835249042145,0.016666666666666666,0.9647577092511013
temporal_1,catboost,isotonic,MCP,Global economics,73,0.9,0.9309838472834068,0.03098384728340675,1.7856093979441998,0.2143906020558003,0.7856093979441997,0.0,0.9642857142857143,0.8773946360153256,0.2143906020558003,0.3219178082191781,0.7856093979441997,146,0.0,0.03098384728340675,681,420,261,0.9094285238444034,0.9477041634943885,0.9419161663396255,0.9782392169613491,0.832042201921033,0.9117990413541563,0.25153647806039703,0.4014300613122267,0.12260536398467432,0.03571428571428571,0.7856093979441997
temporal_1,catboost,isotonic,MCP,Global economics,101,0.9,0.9397944199706314,0.03979441997063138,1.8120411160058738,0.18795888399412627,0.8120411160058737,0.0,0.9428571428571428,0.9348659003831418,0.18795888399412627,0.3203125,0.8120411160058737,128,0.0,0.03979441997063138,681,420,261,0.9193424202533479,0.9553125707448399,0.9163839013517245,0.9613027719507434,0.8981772964996203,0.9589392630103696,0.24573020610600924,0.40536588755478287,0.06513409961685823,0.05714285714285714,0.8120411160058737
temporal_1,catboost,none,EIQ-batch,Accountancy,7,0.9,0.9148936170212766,0.014893617021276562,1.7886524822695036,0.21134751773049645,0.7886524822695036,0.0,0.8823529411764706,0.9554140127388535,0.21134751773049645,0.40268456375838924,0.7886524822695036,149,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8466364060899843,0.9106295631247183,0.9265616095137007,0.9732580712200923,0.3273399386284105,0.48292096686306785,0.044585987261146494,0.11764705882352941,0.7886524822695036
temporal_1,catboost,none,EIQ-batch,Accountancy,19,0.9,0.8212765957446808,0.07872340425531921,1.4893617021276595,0.5106382978723404,0.48936170212765956,0.0,0.8618925831202046,0.7707006369426752,0.5106382978723404,0.35,0.48936170212765956,360,0.07872340425531921,0.0,705,391,314,0.7912779076432078,0.8477930642404911,0.8241592618591984,0.8925841136851522,0.7210978233860446,0.8137600287983779,0.3025483531772323,0.40061906388937574,0.22929936305732485,0.13810741687979539,0.4893617021276596
temporal_1,catboost,none,EIQ-batch,Accountancy,42,0.9,0.7957446808510639,0.10425531914893615,1.5815602836879432,0.41843971631205673,0.5815602836879432,0.0,0.6419437340153452,0.9872611464968153,0.41843971631205673,0.488135593220339,0.5815602836879432,295,0.10425531914893615,0.0,705,391,314,0.7644198407026022,0.8238640340777565,0.5932535094499549,0.6878719841381118,0.9677088751387374,0.9950352587932231,0.4316150076374913,0.5449612009393783,0.012738853503184714,0.35805626598465473,0.5815602836879432
temporal_1,catboost,none,EIQ-batch,Accountancy,73,0.9,0.7943262411347518,0.10567375886524821,1.4156028368794327,0.5843971631205673,0.4156028368794326,0.0,0.8491048593350383,0.7261146496815286,0.5843971631205673,0.35194174757281554,0.4156028368794326,412,0.10567375886524821,0.0,705,391,314,0.7629332932180638,0.822529076167665,0.8102388553295156,0.8811778991708651,0.6742793214448287,0.7724842962621593,0.3073876347775547,0.39923132441428266,0.27388535031847133,0.15089514066496162,0.41560283687943267
temporal_1,catboost,none,EIQ-batch,Accountancy,101,0.9,0.9177304964539007,0.01773049645390068,1.750354609929078,0.24964539007092199,0.750354609929078,0.0,0.8951406649616368,0.945859872611465,0.24964539007092199,0.32954545454545453,0.750354609929078,176,0.0,0.01773049645390068,705,391,314,0.8951124954576292,0.9358208432609111,0.8608333402052453,0.9217592500534273,0.915016230003509,0.965926114770834,0.26439176552181215,0.40198104754671776,0.054140127388535034,0.10485933503836317,0.750354609929078
temporal_1,catboost,none,EIQ-batch,Global economics,7,0.9,0.8634361233480177,0.03656387665198235,1.6226138032305433,0.37738619676945667,0.6226138032305433,0.0,0.8952380952380953,0.8122605363984674,0.37738619676945667,0.36186770428015563,0.6226138032305433,257,0.03656387665198235,0.0,681,420,261,0.8355989061599397,0.8871961197901489,0.8622813495016229,0.9210304126930527,0.7604830796344008,0.8549794719080147,0.30555021931346776,0.4222537873003492,0.18773946360153257,0.10476190476190476,0.6226138032305433
temporal_1,catboost,none,EIQ-batch,Global economics,19,0.9,0.7577092511013216,0.14229074889867843,1.3641703377386196,0.6358296622613803,0.3641703377386197,0.0,0.8666666666666667,0.5823754789272031,0.6358296622613803,0.3810623556581986,0.3641703377386197,433,0.14229074889867843,0.0,681,420,261,0.7241409223031919,0.7883864597341436,0.8308107452882145,0.8958760702417858,0.5217736600034836,0.6405876265997305,0.33655471843165186,0.42766180012393384,0.41762452107279696,0.13333333333333333,0.36417033773861973
temporal_1,catboost,none,EIQ-batch,Global economics,42,0.9,0.8120411160058737,0.08795888399412632,1.6226138032305433,0.37738619676945667,0.6226138032305433,0.0,0.7238095238095238,0.9540229885057471,0.37738619676945667,0.4980544747081712,0.6226138032305433,257,0.08795888399412632,0.0,681,420,261,0.780978543668772,0.8396030442681726,0.6791667320557446,0.7643953501508789,0.921368508135124,0.9735064901197991,0.43740578511361694,0.5587604685006622,0.04597701149425287,0.2761904761904762,0.6226138032305433
temporal_1,catboost,none,EIQ-batch,Global economics,73,0.9,0.7635829662261381,0.13641703377386194,1.408223201174743,0.591776798825257,0.40822320117474303,0.0,0.8642857142857143,0.6015325670498084,0.591776798825257,0.39950372208436724,0.40822320117474303,403,0.13641703377386194,0.0,681,420,261,0.7302486357175463,0.79396028209272,0.8282120221307289,0.8937560478438821,0.5410782673098113,0.6590414580383359,0.3528492899298091,0.44805595646569435,0.39846743295019155,0.1357142857142857,0.408223201174743
temporal_1,catboost,none,EIQ-batch,Global economics,101,0.9,0.8737151248164464,0.026284875183553602,1.6167400881057268,0.3832599118942731,0.6167400881057269,0.0,0.919047619047619,0.8007662835249042,0.3832599118942731,0.32950191570881227,0.6167400881057269,261,0.026284875183553602,0.0,681,420,261,0.8466527978209722,0.896584915731745,0.8890058266951069,0.9414933910534649,0.7481014234589441,0.8447060648365113,0.275312297817487,0.38863759735260506,0.19923371647509577,0.08095238095238096,0.6167400881057269
temporal_1,catboost,none,EQ,Accountancy,7,0.9,0.9404255319148936,0.04042553191489362,1.8368794326241136,0.16312056737588654,0.8368794326241135,0.0,0.9207161125319693,0.964968152866242,0.16312056737588654,0.3652173913043478,0.8368794326241135,115,0.0,0.04042553191489362,705,391,314,0.9204512794499052,0.9556261455827154,0.8896607224239609,0.9435851099226517,0.9383688546395829,0.9803281620536605,0.28289757741605537,0.45625069367028126,0.03503184713375796,0.0792838874680307,0.8368794326241135
temporal_1,catboost,none,EQ,Accountancy,19,0.9,0.8936170212765957,0.00638297872340432,1.6964539007092199,0.30354609929078014,0.6964539007092199,0.0,0.887468030690537,0.9012738853503185,0.30354609929078014,0.35046728971962615,0.6964539007092199,214,0.00638297872340432,0.0,705,391,314,0.8686859756673133,0.9142817713425164,0.8523001657614672,0.9150964518708234,0.8632739142469631,0.9295741960499456,0.28969123968583876,0.4165171177752698,0.09872611464968153,0.11253196930946291,0.6964539007092199
temporal_1,catboost,none,EQ,Accountancy,42,0.9,0.924822695035461,0.024822695035460973,1.801418439716312,0.19858156028368795,0.8014184397163121,0.0,0.9130434782608695,0.9394904458598726,0.19858156028368795,0.37857142857142856,0.8014184397163121,140,0.0,0.024822695035460973,705,391,314,0.902973456574601,0.9420674091170893,0.880943035026693,0.9371068246935376,0.9074338977854544,0.9609235563492551,0.3024840888214455,0.4611445598396976,0.06050955414012739,0.08695652173913043,0.801418439716312
temporal_1,catboost,none,EQ,Accountancy,73,0.9,0.8950354609929078,0.004964539007092261,1.6652482269503546,0.3347517730496454,0.6652482269503546,0.0,0.928388746803069,0.8535031847133758,0.3347517730496454,0.3135593220338983,0.6652482269503546,236,0.004964539007092261,0.0,705,391,314,0.8702293529105709,0.9155598994938889,0.898448967794005,0.9499928371789895,0.8101226133966886,0.8883388171029691,0.25775482682710343,0.375336130705018,0.1464968152866242,0.07161125319693094,0.6652482269503546
temporal_1,catboost,none,EQ,Accountancy,101,0.9,0.9148936170212766,0.014893617021276562,1.7404255319148936,0.25957446808510637,0.7404255319148936,0.0,0.8951406649616368,0.9394904458598726,0.25957446808510637,0.32786885245901637,0.7404255319148936,183,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8608333402052453,0.9217592500534273,0.9074338977854544,0.9609235563492551,0.2640035068701221,0.398812227937113,0.06050955414012739,0.10485933503836317,0.7404255319148936
temporal_1,catboost,none,EQ,Global economics,7,0.9,0.8751835535976505,0.02481644640234948,1.6475770925110131,0.3524229074889868,0.6475770925110133,0.0,0.9023809523809524,0.8314176245210728,0.3524229074889868,0.3541666666666667,0.6475770925110133,240,0.02481644640234948,0.0,681,420,261,0.8482361389965869,0.897921958499363,0.8702437518648801,0.9272242469959645,0.7812659443890653,0.8719550458982839,0.29639154102909443,0.41653668562052687,0.1685823754789272,0.09761904761904762,0.6475770925110131
temporal_1,catboost,none,EQ,Global economics,19,0.9,0.8487518355359766,0.05124816446402347,1.5756240822320118,0.4243759177679883,0.5756240822320118,0.0,0.8904761904761904,0.7816091954022989,0.4243759177679883,0.356401384083045,0.5756240822320118,289,0.05124816446402347,0.0,681,420,261,0.8198901917328941,0.8737009947848676,0.8569960840696962,0.9168781870142002,0.7275986706045315,0.8274503789459905,0.30339866456205644,0.4131715221381108,0.21839080459770116,0.10952380952380952,0.5756240822320118
temporal_1,catboost,none,EQ,Global economics,42,0.9,0.9060205580029369,0.006020558002936882,1.723935389133627,0.27606461086637296,0.723935389133627,0.0,0.9166666666666666,0.8888888888888888,0.27606461086637296,0.3404255319148936,0.723935389133627,188,0.0,0.006020558002936882,681,420,261,0.8817703491025018,0.9257158112013345,0.8863081550575819,0.9394723171356002,0.8449808607397141,0.9215154457824352,0.27649152967182444,0.41075021479343543,0.1111111111111111,0.08333333333333333,0.7239353891336271
temporal_1,catboost,none,EQ,Global economics,73,0.9,0.8766519823788547,0.023348017621145356,1.6505139500734214,0.34948604992657856,0.6505139500734214,0.0,0.9357142857142857,0.7816091954022989,0.34948604992657856,0.35294117647058826,0.6505139500734214,238,0.023348017621145356,0.0,681,420,261,0.8498205802497978,0.8992579011893849,0.9080842471471964,0.9554461894891029,0.7275986706045315,0.8274503789459905,0.2950027929064398,0.4155513844403841,0.21839080459770116,0.06428571428571428,0.6505139500734214
temporal_1,catboost,none,EQ,Global economics,101,0.9,0.8678414096916299,0.032158590308370094,1.5947136563876652,0.4052863436123348,0.5947136563876652,0.0,0.919047619047619,0.7854406130268199,0.4052863436123348,0.32608695652173914,0.5947136563876652,276,0.032158590308370094,0.0,681,420,261,0.8403301166191589,0.8912260611606274,0.8890058266951069,0.9414933910534649,0.7316865105076941,0.8309142267918145,0.2734986305037526,0.3834499845993757,0.21455938697318008,0.08095238095238096,0.5947136563876652
temporal_1,catboost,none,MCP,Accountancy,7,0.9,0.9446808510638298,0.044680851063829796,1.8425531914893618,0.1574468085106383,0.8425531914893617,0.0,0.9258312020460358,0.9681528662420382,0.1574468085106383,0.35135135135135137,0.8425531914893617,111,0.0,0.044680851063829796,705,391,314,0.9252704726716392,0.9592714685448713,0.8955111305118737,0.9478653502523269,0.9423784822645747,0.9826109797484854,0.26887011950742146,0.44377720891493855,0.03184713375796178,0.0741687979539642,0.8425531914893617
temporal_1,catboost,none,MCP,Accountancy,19,0.9,0.9148936170212766,0.014893617021276562,1.7531914893617022,0.24680851063829787,0.7531914893617021,0.0,0.9181585677749361,0.910828025477707,0.24680851063829787,0.3448275862068966,0.7531914893617021,174,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8867474261421434,0.9414330819956752,0.8741406477789979,0.9375847984773609,0.27824194491775067,0.418116821153525,0.08917197452229299,0.08184143222506395,0.7531914893617021
temporal_1,catboost,none,MCP,Accountancy,42,0.9,0.9304964539007092,0.03049645390070921,1.8170212765957447,0.1829787234042553,0.8170212765957446,0.0,0.9232736572890026,0.9394904458598726,0.1829787234042553,0.3798449612403101,0.8170212765957446,129,0.0,0.03049645390070921,705,391,314,0.9092974056601456,0.9470294816100647,0.8925818411333165,0.9457293154220902,0.9074338977854544,0.9609235563492551,0.3007121295888253,0.4659269883853082,0.06050955414012739,0.07672634271099744,0.8170212765957447
temporal_1,catboost,none,MCP,Accountancy,73,0.9,0.9049645390070922,0.00496453900709215,1.6836879432624114,0.31631205673758866,0.6836879432624113,0.0,0.9309462915601023,0.8726114649681529,0.31631205673758866,0.3004484304932735,0.6836879432624113,223,0.0,0.00496453900709215,705,391,314,0.8810696509522554,0.9244701392146145,0.9013957627199221,0.9521113664618666,0.831178681669236,0.905037420749322,0.24407232738946227,0.3635831670572135,0.12738853503184713,0.06905370843989769,0.6836879432624113
temporal_1,catboost,none,MCP,Accountancy,101,0.9,0.9177304964539007,0.01773049645390068,1.748936170212766,0.251063829787234,0.7489361702127659,0.0,0.8951406649616368,0.945859872611465,0.251063829787234,0.327683615819209,0.7489361702127659,177,0.0,0.01773049645390068,705,391,314,0.8951124954576292,0.9358208432609111,0.8608333402052453,0.9217592500534273,0.915016230003509,0.965926114770834,0.2628371166532165,0.3998508510407289,0.054140127388535034,0.10485933503836317,0.7489361702127659
temporal_1,catboost,none,MCP,Global economics,7,0.9,0.8781204111600588,0.021879588839941233,1.6637298091042585,0.33627019089574156,0.6637298091042585,0.0,0.9047619047619048,0.8352490421455939,0.33627019089574156,0.3624454148471616,0.6637298091042585,229,0.021879588839941233,0.0,681,420,261,0.8514061382539065,0.9005927271285089,0.8729076621941513,0.929279082222083,0.7854461954346565,0.8753264826016793,0.3029286727185035,0.42650095584040854,0.16475095785440613,0.09523809523809523,0.6637298091042585
temporal_1,catboost,none,MCP,Global economics,19,0.9,0.8619676945668135,0.038032305433186475,1.6108663729809105,0.3891336270190896,0.6108663729809104,0.0,0.9071428571428571,0.789272030651341,0.3891336270190896,0.35471698113207545,0.6108663729809104,265,0.038032305433186475,0.0,681,420,261,0.8340238185138595,0.8858508234929963,0.8755767254891207,0.931328764482503,0.7357805813872315,0.8343718436612638,0.29956578515506954,0.41402005708157846,0.210727969348659,0.09285714285714286,0.6108663729809104
temporal_1,catboost,none,MCP,Global economics,42,0.9,0.9074889867841409,0.007488986784140894,1.7342143906020557,0.2657856093979442,0.7342143906020558,0.0,0.919047619047619,0.8888888888888888,0.2657856093979442,0.34806629834254144,0.7342143906020558,181,0.0,0.007488986784140894,681,420,261,0.8833826907220325,0.9270238535250362,0.8890058266951069,0.9414933910534649,0.8449808607397141,0.9215154457824352,0.28247907712289033,0.4199686294094799,0.1111111111111111,0.08095238095238096,0.7342143906020557
temporal_1,catboost,none,MCP,Global economics,73,0.9,0.8839941262848752,0.016005873715124852,1.671071953010279,0.328928046989721,0.671071953010279,0.0,0.9357142857142857,0.8007662835249042,0.328928046989721,0.35267857142857145,0.671071953010279,224,0.016005873715124852,0.0,681,420,261,0.8577598889465794,0.9059205122087666,0.9080842471471964,0.9554461894891029,0.7481014234589441,0.8447060648365113,0.2930713917237088,0.4172534967245326,0.19923371647509577,0.06428571428571428,0.671071953010279
temporal_1,catboost,none,MCP,Global economics,101,0.9,0.8737151248164464,0.026284875183553602,1.6138032305433188,0.38619676945668135,0.6138032305433186,0.0,0.919047619047619,0.8007662835249042,0.38619676945668135,0.3269961977186312,0.6138032305433186,263,0.026284875183553602,0.0,681,420,261,0.8466527978209722,0.896584915731745,0.8890058266951069,0.9414933910534649,0.7481014234589441,0.8447060648365113,0.2731455410084006,0.38582799180702276,0.19923371647509577,0.08095238095238096,0.6138032305433186
temporal_1,catboost,platt,EIQ-batch,Accountancy,7,0.9,0.9148936170212766,0.014893617021276562,1.7886524822695036,0.21134751773049645,0.7886524822695036,0.0,0.8823529411764706,0.9554140127388535,0.21134751773049645,0.40268456375838924,0.7886524822695036,149,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8466364060899843,0.9106295631247183,0.9265616095137007,0.9732580712200923,0.3273399386284105,0.48292096686306785,0.044585987261146494,0.11764705882352941,0.7886524822695036
temporal_1,catboost,platt,EIQ-batch,Accountancy,19,0.9,0.8212765957446808,0.07872340425531921,1.4893617021276595,0.5106382978723404,0.48936170212765956,0.0,0.8618925831202046,0.7707006369426752,0.5106382978723404,0.35,0.48936170212765956,360,0.07872340425531921,0.0,705,391,314,0.7912779076432078,0.8477930642404911,0.8241592618591984,0.8925841136851522,0.7210978233860446,0.8137600287983779,0.3025483531772323,0.40061906388937574,0.22929936305732485,0.13810741687979539,0.4893617021276596
temporal_1,catboost,platt,EIQ-batch,Accountancy,42,0.9,0.7957446808510639,0.10425531914893615,1.5815602836879432,0.41843971631205673,0.5815602836879432,0.0,0.6419437340153452,0.9872611464968153,0.41843971631205673,0.488135593220339,0.5815602836879432,295,0.10425531914893615,0.0,705,391,314,0.7644198407026022,0.8238640340777565,0.5932535094499549,0.6878719841381118,0.9677088751387374,0.9950352587932231,0.4316150076374913,0.5449612009393783,0.012738853503184714,0.35805626598465473,0.5815602836879432
temporal_1,catboost,platt,EIQ-batch,Accountancy,73,0.9,0.7943262411347518,0.10567375886524821,1.4156028368794327,0.5843971631205673,0.4156028368794326,0.0,0.8491048593350383,0.7261146496815286,0.5843971631205673,0.35194174757281554,0.4156028368794326,412,0.10567375886524821,0.0,705,391,314,0.7629332932180638,0.822529076167665,0.8102388553295156,0.8811778991708651,0.6742793214448287,0.7724842962621593,0.3073876347775547,0.39923132441428266,0.27388535031847133,0.15089514066496162,0.41560283687943267
temporal_1,catboost,platt,EIQ-batch,Accountancy,101,0.9,0.9177304964539007,0.01773049645390068,1.750354609929078,0.24964539007092199,0.750354609929078,0.0,0.8951406649616368,0.945859872611465,0.24964539007092199,0.32954545454545453,0.750354609929078,176,0.0,0.01773049645390068,705,391,314,0.8951124954576292,0.9358208432609111,0.8608333402052453,0.9217592500534273,0.915016230003509,0.965926114770834,0.26439176552181215,0.40198104754671776,0.054140127388535034,0.10485933503836317,0.750354609929078
temporal_1,catboost,platt,EIQ-batch,Global economics,7,0.9,0.8634361233480177,0.03656387665198235,1.6226138032305433,0.37738619676945667,0.6226138032305433,0.0,0.8952380952380953,0.8122605363984674,0.37738619676945667,0.36186770428015563,0.6226138032305433,257,0.03656387665198235,0.0,681,420,261,0.8355989061599397,0.8871961197901489,0.8622813495016229,0.9210304126930527,0.7604830796344008,0.8549794719080147,0.30555021931346776,0.4222537873003492,0.18773946360153257,0.10476190476190476,0.6226138032305433
temporal_1,catboost,platt,EIQ-batch,Global economics,19,0.9,0.7577092511013216,0.14229074889867843,1.3641703377386196,0.6358296622613803,0.3641703377386197,0.0,0.8666666666666667,0.5823754789272031,0.6358296622613803,0.3810623556581986,0.3641703377386197,433,0.14229074889867843,0.0,681,420,261,0.7241409223031919,0.7883864597341436,0.8308107452882145,0.8958760702417858,0.5217736600034836,0.6405876265997305,0.33655471843165186,0.42766180012393384,0.41762452107279696,0.13333333333333333,0.36417033773861973
temporal_1,catboost,platt,EIQ-batch,Global economics,42,0.9,0.8120411160058737,0.08795888399412632,1.6226138032305433,0.37738619676945667,0.6226138032305433,0.0,0.7238095238095238,0.9540229885057471,0.37738619676945667,0.4980544747081712,0.6226138032305433,257,0.08795888399412632,0.0,681,420,261,0.780978543668772,0.8396030442681726,0.6791667320557446,0.7643953501508789,0.921368508135124,0.9735064901197991,0.43740578511361694,0.5587604685006622,0.04597701149425287,0.2761904761904762,0.6226138032305433
temporal_1,catboost,platt,EIQ-batch,Global economics,73,0.9,0.7635829662261381,0.13641703377386194,1.408223201174743,0.591776798825257,0.40822320117474303,0.0,0.8642857142857143,0.6015325670498084,0.591776798825257,0.39950372208436724,0.40822320117474303,403,0.13641703377386194,0.0,681,420,261,0.7302486357175463,0.79396028209272,0.8282120221307289,0.8937560478438821,0.5410782673098113,0.6590414580383359,0.3528492899298091,0.44805595646569435,0.39846743295019155,0.1357142857142857,0.408223201174743
temporal_1,catboost,platt,EIQ-batch,Global economics,101,0.9,0.8737151248164464,0.026284875183553602,1.6167400881057268,0.3832599118942731,0.6167400881057269,0.0,0.919047619047619,0.8007662835249042,0.3832599118942731,0.32950191570881227,0.6167400881057269,261,0.026284875183553602,0.0,681,420,261,0.8466527978209722,0.896584915731745,0.8890058266951069,0.9414933910534649,0.7481014234589441,0.8447060648365113,0.275312297817487,0.38863759735260506,0.19923371647509577,0.08095238095238096,0.6167400881057269
temporal_1,catboost,platt,EQ,Accountancy,7,0.9,0.9404255319148936,0.04042553191489362,1.8368794326241136,0.16312056737588654,0.8368794326241135,0.0,0.9207161125319693,0.964968152866242,0.16312056737588654,0.3652173913043478,0.8368794326241135,115,0.0,0.04042553191489362,705,391,314,0.9204512794499052,0.9556261455827154,0.8896607224239609,0.9435851099226517,0.9383688546395829,0.9803281620536605,0.28289757741605537,0.45625069367028126,0.03503184713375796,0.0792838874680307,0.8368794326241135
temporal_1,catboost,platt,EQ,Accountancy,19,0.9,0.8936170212765957,0.00638297872340432,1.6964539007092199,0.30354609929078014,0.6964539007092199,0.0,0.887468030690537,0.9012738853503185,0.30354609929078014,0.35046728971962615,0.6964539007092199,214,0.00638297872340432,0.0,705,391,314,0.8686859756673133,0.9142817713425164,0.8523001657614672,0.9150964518708234,0.8632739142469631,0.9295741960499456,0.28969123968583876,0.4165171177752698,0.09872611464968153,0.11253196930946291,0.6964539007092199
temporal_1,catboost,platt,EQ,Accountancy,42,0.9,0.924822695035461,0.024822695035460973,1.801418439716312,0.19858156028368795,0.8014184397163121,0.0,0.9130434782608695,0.9394904458598726,0.19858156028368795,0.37857142857142856,0.8014184397163121,140,0.0,0.024822695035460973,705,391,314,0.902973456574601,0.9420674091170893,0.880943035026693,0.9371068246935376,0.9074338977854544,0.9609235563492551,0.3024840888214455,0.4611445598396976,0.06050955414012739,0.08695652173913043,0.801418439716312
temporal_1,catboost,platt,EQ,Accountancy,73,0.9,0.8950354609929078,0.004964539007092261,1.6652482269503546,0.3347517730496454,0.6652482269503546,0.0,0.928388746803069,0.8535031847133758,0.3347517730496454,0.3135593220338983,0.6652482269503546,236,0.004964539007092261,0.0,705,391,314,0.8702293529105709,0.9155598994938889,0.898448967794005,0.9499928371789895,0.8101226133966886,0.8883388171029691,0.25775482682710343,0.375336130705018,0.1464968152866242,0.07161125319693094,0.6652482269503546
temporal_1,catboost,platt,EQ,Accountancy,101,0.9,0.9148936170212766,0.014893617021276562,1.7404255319148936,0.25957446808510637,0.7404255319148936,0.0,0.8951406649616368,0.9394904458598726,0.25957446808510637,0.32786885245901637,0.7404255319148936,183,0.0,0.014893617021276562,705,391,314,0.8919806093358289,0.9333097185934514,0.8608333402052453,0.9217592500534273,0.9074338977854544,0.9609235563492551,0.2640035068701221,0.398812227937113,0.06050955414012739,0.10485933503836317,0.7404255319148936
temporal_1,catboost,platt,EQ,Global economics,7,0.9,0.8751835535976505,0.02481644640234948,1.6475770925110131,0.3524229074889868,0.6475770925110133,0.0,0.9023809523809524,0.8314176245210728,0.3524229074889868,0.3541666666666667,0.6475770925110133,240,0.02481644640234948,0.0,681,420,261,0.8482361389965869,0.897921958499363,0.8702437518648801,0.9272242469959645,0.7812659443890653,0.8719550458982839,0.29639154102909443,0.41653668562052687,0.1685823754789272,0.09761904761904762,0.6475770925110131
temporal_1,catboost,platt,EQ,Global economics,19,0.9,0.8487518355359766,0.05124816446402347,1.5756240822320118,0.4243759177679883,0.5756240822320118,0.0,0.8904761904761904,0.7816091954022989,0.4243759177679883,0.356401384083045,0.5756240822320118,289,0.05124816446402347,0.0,681,420,261,0.8198901917328941,0.8737009947848676,0.8569960840696962,0.9168781870142002,0.7275986706045315,0.8274503789459905,0.30339866456205644,0.4131715221381108,0.21839080459770116,0.10952380952380952,0.5756240822320118
temporal_1,catboost,platt,EQ,Global economics,42,0.9,0.9060205580029369,0.006020558002936882,1.723935389133627,0.27606461086637296,0.723935389133627,0.0,0.9166666666666666,0.8888888888888888,0.27606461086637296,0.3404255319148936,0.723935389133627,188,0.0,0.006020558002936882,681,420,261,0.8817703491025018,0.9257158112013345,0.8863081550575819,0.9394723171356002,0.8449808607397141,0.9215154457824352,0.27649152967182444,0.41075021479343543,0.1111111111111111,0.08333333333333333,0.7239353891336271
